============================================
HiSplat + per-stage MSH training
Repo: /ceph_data/clue9986/HiSplatMSH
Phase: warmup
Lambda RD: 0.0
Pretrained ckpt: checkpoints/hisplat_re10k.ckpt
Max steps: 5000
Batch size/GPU: 2
Checkpoint interval/top-k: 1000 / -1
SH degree: 4
Codec stage N: [192,192,192]
Codec stage M: [128,128,128]
Codec stage depth: [2,4,4]
Codec train mode: full
Codec input: proj
LR codec/aux/generator: 1.0e-4 / 1.0e-5 / 2.0e-5
Codec LR warmup: 200 steps from factor 0.1
Codec recon weight: 1.0
Codec warmup bypass: true
Output: msh_cap_M128_bypass5k
Extra Hydra args: <none>
============================================
[36mSaving outputs to /ceph_data/clue9986/HiSplatMSH/outputs/msh_cap_M128_bypass5k.[39m
GPU number is 1
missing keys:[]
unexpected keys:[]
error msgs:[]
!!!Successfully load the DINOV2 ckpt from ./checkpoints/dinov2_vitb14_pretrain.pth
==> Load multi-view transformer backbone checkpoint: checkpoints/gmdepth-scale1-resumeflowthings-scannet-5d9d7964.pth
[36mInitialized new codec params: 357 missing checkpoint keys.[39m
Setting up [LPIPS] perceptual loss: trunk [vgg], v[0.1], spatial [off]
Loading model from: /ceph_data/clue9986/anaconda3/envs/hisplat/lib/python3.10/site-packages/lpips/weights/v0.1/vgg.pth
begin to train fit!
start training without trainer-state resume!!!
train step[0/5000] ; used: 0s; eta: 0s; loss = 3.073952; ['mse_0=0.000529; ', 'lpips_0=0.004173; ', 'codec_recon_0=1.005898; ', 'bpp_0=0.063485; ', 'mse_1=0.000360; ', 'lpips_1=0.003348; ', 'codec_recon_1=1.013747; ', 'bpp_1=0.003094; ', 'mse_2=0.000329; ', 'lpips_2=0.003194; ', 'codec_recon_2=1.054307; ', 'bpp_2=0.002943; ']
train step[1/5000] ; used: 2s; eta: 1h:27m:29s; loss = 3.080641; ['mse_0=0.000553; ', 'lpips_0=0.003435; ', 'codec_recon_0=1.006594; ', 'bpp_0=0.063740; ', 'mse_1=0.000445; ', 'lpips_1=0.002775; ', 'codec_recon_1=1.015086; ', 'bpp_1=0.003077; ', 'mse_2=0.000414; ', 'lpips_2=0.002663; ', 'codec_recon_2=1.058961; ', 'bpp_2=0.002949; ']
train step[2/5000] ; used: 2s; eta: 1h:17m:31s; loss = 3.054500; ['mse_0=0.002162; ', 'lpips_0=0.005445; ', 'codec_recon_0=1.002975; ', 'bpp_0=0.065104; ', 'mse_1=0.001612; ', 'lpips_1=0.004088; ', 'codec_recon_1=1.011292; ', 'bpp_1=0.003107; ', 'mse_2=0.001480; ', 'lpips_2=0.003753; ', 'codec_recon_2=1.040233; ', 'bpp_2=0.002949; ']
train step[3/5000] ; used: 3s; eta: 1h:11m:30s; loss = 3.048074; ['mse_0=0.004153; ', 'lpips_0=0.006893; ', 'codec_recon_0=1.003452; ', 'bpp_0=0.065107; ', 'mse_1=0.003379; ', 'lpips_1=0.005431; ', 'codec_recon_1=1.010102; ', 'bpp_1=0.003111; ', 'mse_2=0.003146; ', 'lpips_2=0.005044; ', 'codec_recon_2=1.034519; ', 'bpp_2=0.002950; ']
train step[4/5000] ; used: 4s; eta: 1h:8m:48s; loss = 3.058842; ['mse_0=0.001410; ', 'lpips_0=0.004460; ', 'codec_recon_0=1.003064; ', 'bpp_0=0.064646; ', 'mse_1=0.001035; ', 'lpips_1=0.003489; ', 'codec_recon_1=1.013020; ', 'bpp_1=0.003096; ', 'mse_2=0.000955; ', 'lpips_2=0.003223; ', 'codec_recon_2=1.042759; ', 'bpp_2=0.002943; ']
train step[5/5000] ; used: 4s; eta: 1h:6m:28s; loss = 3.052037; ['mse_0=0.001199; ', 'lpips_0=0.003303; ', 'codec_recon_0=1.002655; ', 'bpp_0=0.064461; ', 'mse_1=0.000942; ', 'lpips_1=0.002375; ', 'codec_recon_1=1.011497; ', 'bpp_1=0.003110; ', 'mse_2=0.000900; ', 'lpips_2=0.002184; ', 'codec_recon_2=1.037884; ', 'bpp_2=0.002944; ']
train step[6/5000] ; used: 5s; eta: 1h:4m:55s; loss = 3.057950; ['mse_0=0.001352; ', 'lpips_0=0.005154; ', 'codec_recon_0=1.002782; ', 'bpp_0=0.065189; ', 'mse_1=0.000867; ', 'lpips_1=0.003879; ', 'codec_recon_1=1.013356; ', 'bpp_1=0.003110; ', 'mse_2=0.000802; ', 'lpips_2=0.003766; ', 'codec_recon_2=1.041811; ', 'bpp_2=0.002948; ']
train step[7/5000] ; used: 6s; eta: 1h:3m:55s; loss = 3.059310; ['mse_0=0.001760; ', 'lpips_0=0.004400; ', 'codec_recon_0=1.002622; ', 'bpp_0=0.064186; ', 'mse_1=0.001372; ', 'lpips_1=0.003523; ', 'codec_recon_1=1.011549; ', 'bpp_1=0.003092; ', 'mse_2=0.001348; ', 'lpips_2=0.003388; ', 'codec_recon_2=1.045139; ', 'bpp_2=0.002947; ']
train step[8/5000] ; used: 6s; eta: 1h:3m; loss = 3.057472; ['mse_0=0.001177; ', 'lpips_0=0.003922; ', 'codec_recon_0=1.002508; ', 'bpp_0=0.064637; ', 'mse_1=0.000969; ', 'lpips_1=0.003301; ', 'codec_recon_1=1.012227; ', 'bpp_1=0.003095; ', 'mse_2=0.000923; ', 'lpips_2=0.003192; ', 'codec_recon_2=1.042737; ', 'bpp_2=0.002950; ']
train step[9/5000] ; used: 7s; eta: 1h:2m:12s; loss = 3.042464; ['mse_0=0.002376; ', 'lpips_0=0.004065; ', 'codec_recon_0=1.002091; ', 'bpp_0=0.065164; ', 'mse_1=0.002176; ', 'lpips_1=0.003296; ', 'codec_recon_1=1.010134; ', 'bpp_1=0.003099; ', 'mse_2=0.002143; ', 'lpips_2=0.003151; ', 'codec_recon_2=1.030240; ', 'bpp_2=0.002953; ']
train step[10/5000] ; used: 8s; eta: 1h:1m:49s; loss = 3.062402; ['mse_0=0.000764; ', 'lpips_0=0.003918; ', 'codec_recon_0=1.002649; ', 'bpp_0=0.064503; ', 'mse_1=0.000611; ', 'lpips_1=0.003231; ', 'codec_recon_1=1.012850; ', 'bpp_1=0.003100; ', 'mse_2=0.000582; ', 'lpips_2=0.003107; ', 'codec_recon_2=1.046903; ', 'bpp_2=0.002956; ']
train step[11/5000] ; used: 8s; eta: 1h:1m:13s; loss = 3.042773; ['mse_0=0.001201; ', 'lpips_0=0.003217; ', 'codec_recon_0=1.001325; ', 'bpp_0=0.066120; ', 'mse_1=0.000711; ', 'lpips_1=0.001917; ', 'codec_recon_1=1.009888; ', 'bpp_1=0.003122; ', 'mse_2=0.000642; ', 'lpips_2=0.001757; ', 'codec_recon_2=1.031561; ', 'bpp_2=0.002967; ']
train step[12/5000] ; used: 9s; eta: 1h:50s; loss = 3.036944; ['mse_0=0.002538; ', 'lpips_0=0.004719; ', 'codec_recon_0=1.000961; ', 'bpp_0=0.065300; ', 'mse_1=0.002273; ', 'lpips_1=0.003869; ', 'codec_recon_1=1.009387; ', 'bpp_1=0.003123; ', 'mse_2=0.002276; ', 'lpips_2=0.003792; ', 'codec_recon_2=1.026595; ', 'bpp_2=0.002966; ']
train step[13/5000] ; used: 10s; eta: 1h:23s; loss = 3.053607; ['mse_0=0.001420; ', 'lpips_0=0.004665; ', 'codec_recon_0=1.001714; ', 'bpp_0=0.064696; ', 'mse_1=0.001158; ', 'lpips_1=0.003890; ', 'codec_recon_1=1.010130; ', 'bpp_1=0.003099; ', 'mse_2=0.001121; ', 'lpips_2=0.003751; ', 'codec_recon_2=1.041762; ', 'bpp_2=0.002962; ']
train step[14/5000] ; used: 10s; eta: 1h:2s; loss = 3.034437; ['mse_0=0.003247; ', 'lpips_0=0.005955; ', 'codec_recon_0=0.999913; ', 'bpp_0=0.065077; ', 'mse_1=0.003050; ', 'lpips_1=0.005146; ', 'codec_recon_1=1.007829; ', 'bpp_1=0.003130; ', 'mse_2=0.003020; ', 'lpips_2=0.004910; ', 'codec_recon_2=1.026695; ', 'bpp_2=0.002982; ']
